hierarchical_cluster_k4,accuracy_percent,avg_depth_of_target,avg_time_to_throw,btt_rate,completion_percent,sack_percent,twp_rate,ypa,td_int_ratio,comp_pct_diff,ypa_diff,designed_run_rate,scramble_rate,elusive_rating,ypa_rushing,breakaway_percent,YAC_per_rush_attempt,pct_total_yards_rushing,qb_rush_attempt_rate,grades_offense,grades_pass,grades_run,pa_rate,pa_ypa,screen_rate,deep_attempt_rate,deep_accuracy_percent,deep_twp_rate,pressure_rate,pressure_sack_percent,pressure_twp_rate,pressure_accuracy_percent,quick_throw_rate,cluster
0,67.22222222222223,9.68611111111111,2.9386111111111113,3.702777777777778,56.425,8.527777777777779,4.111111111111111,6.594444444444445,1.5227777777777778,1.0886111111111112,1.4083333333333334,0.24805555555555556,0.09111111111111111,42.90555555555555,5.336111111111111,18.677777777777777,2.286111111111111,0.2138888888888889,0.26499999999999996,62.86388888888889,59.15555555555555,65.3138888888889,0.3091666666666667,7.566666666666666,0.14444444444444446,0.15305555555555556,34.099999999999994,10.027777777777779,0.3675,22.547222222222224,4.941666666666666,56.71388888888889,0.5080555555555555,2.8333333333333335
1,70.81805555555555,9.431944444444445,2.701111111111111,4.219444444444445,60.6263888888889,4.758333333333334,3.6999999999999997,7.284722222222222,2.0213888888888887,0.38000000000000006,1.5245833333333332,0.13652777777777778,0.05472222222222222,18.045833333333334,4.155555555555555,10.433333333333334,1.6252777777777778,0.08736111111111111,0.16069444444444445,71.57083333333334,70.14722222222223,61.477777777777774,0.32708333333333334,8.301388888888889,0.14263888888888887,0.14722222222222223,40.19861111111111,7.622222222222222,0.3063888888888889,15.137500000000001,5.820833333333334,57.50277777777777,0.53875,1.1527777777777777
2,71.16111111111111,10.177777777777777,2.9166666666666665,4.727777777777778,62.138888888888886,6.144444444444444,3.6333333333333337,7.922222222222222,3.125,3.9877777777777776,1.8727777777777779,0.3388888888888889,0.10333333333333333,65.83333333333333,6.616666666666666,30.983333333333334,2.9850000000000003,0.3005555555555556,0.3472222222222222,82.82222222222222,72.72222222222223,80.78333333333333,0.3194444444444444,9.094444444444443,0.14833333333333332,0.17222222222222222,41.09444444444445,6.944444444444445,0.335,17.794444444444444,5.227777777777778,57.82222222222222,0.5272222222222223,1.8888888888888888
3,76.18518518518519,8.766666666666666,2.747037037037037,4.237037037037037,66.54444444444445,5.237037037037037,2.3518518518518516,8.118518518518519,3.8166666666666664,2.81,1.8322222222222222,0.14444444444444443,0.05925925925925926,10.748148148148148,4.614814814814815,14.033333333333333,1.5307407407407407,0.08962962962962963,0.17296296296296296,83.57777777777777,82.05925925925925,66.27407407407408,0.33592592592592596,9.348148148148148,0.1611111111111111,0.14074074074074075,45.81481481481482,4.903703703703704,0.29185185185185186,17.44814814814815,3.5,64.00740740740741,0.5396296296296297,0.07407407407407407
