player,player_id,position,team_name,player_game_count,base_attempts,base_dropbacks,behind_los_accuracy_percent,behind_los_aimed_passes,behind_los_attempts,behind_los_attempts_percent,behind_los_avg_depth_of_target,behind_los_avg_time_to_throw,behind_los_bats,behind_los_big_time_throws,behind_los_btt_rate,behind_los_completion_percent,behind_los_completions,behind_los_def_gen_pressures,behind_los_drop_rate,behind_los_dropbacks,behind_los_drops,behind_los_first_downs,behind_los_grades_pass,behind_los_hit_as_threw,behind_los_interceptions,behind_los_passing_snaps,behind_los_pressure_to_sack_rate,behind_los_qb_rating,behind_los_sack_percent,behind_los_sacks,behind_los_scrambles,behind_los_spikes,behind_los_thrown_aways,behind_los_touchdowns,behind_los_turnover_worthy_plays,behind_los_twp_rate,behind_los_yards,behind_los_ypa,center_behind_los_accuracy_percent,center_behind_los_aimed_passes,center_behind_los_attempts,center_behind_los_attempts_percent,center_behind_los_avg_depth_of_target,center_behind_los_avg_time_to_throw,center_behind_los_bats,center_behind_los_big_time_throws,center_behind_los_btt_rate,center_behind_los_completion_percent,center_behind_los_completions,center_behind_los_def_gen_pressures,center_behind_los_drop_rate,center_behind_los_dropbacks,center_behind_los_drops,center_behind_los_first_downs,center_behind_los_grades_pass,center_behind_los_hit_as_threw,center_behind_los_interceptions,center_behind_los_passing_snaps,center_behind_los_pressure_to_sack_rate,center_behind_los_qb_rating,center_behind_los_sack_percent,center_behind_los_sacks,center_behind_los_scrambles,center_behind_los_spikes,center_behind_los_thrown_aways,center_behind_los_touchdowns,center_behind_los_turnover_worthy_plays,center_behind_los_twp_rate,center_behind_los_yards,center_behind_los_ypa,center_deep_accuracy_percent,center_deep_aimed_passes,center_deep_attempts,center_deep_attempts_percent,center_deep_avg_depth_of_target,center_deep_avg_time_to_throw,center_deep_bats,center_deep_big_time_throws,center_deep_btt_rate,center_deep_completion_percent,center_deep_completions,center_deep_def_gen_pressures,center_deep_drop_rate,center_deep_dropbacks,center_deep_drops,center_deep_first_downs,center_deep_grades_pass,center_deep_hit_as_threw,center_deep_interceptions,center_deep_passing_snaps,center_deep_pressure_to_sack_rate,center_deep_qb_rating,center_deep_sack_percent,center_deep_sacks,center_deep_scrambles,center_deep_spikes,center_deep_thrown_aways,center_deep_touchdowns,center_deep_turnover_worthy_plays,center_deep_twp_rate,center_deep_yards,center_deep_ypa,center_medium_accuracy_percent,center_medium_aimed_passes,center_medium_attempts,center_medium_attempts_percent,center_medium_avg_depth_of_target,center_medium_avg_time_to_throw,center_medium_bats,center_medium_big_time_throws,center_medium_btt_rate,center_medium_completion_percent,center_medium_completions,center_medium_def_gen_pressures,center_medium_drop_rate,center_medium_dropbacks,center_medium_drops,center_medium_first_downs,center_medium_grades_pass,center_medium_hit_as_threw,center_medium_interceptions,center_medium_passing_snaps,center_medium_pressure_to_sack_rate,center_medium_qb_rating,center_medium_sack_percent,center_medium_sacks,center_medium_scrambles,center_medium_spikes,center_medium_thrown_aways,center_medium_touchdowns,center_medium_turnover_worthy_plays,center_medium_twp_rate,center_medium_yards,center_medium_ypa,center_short_accuracy_percent,center_short_aimed_passes,center_short_attempts,center_short_attempts_percent,center_short_avg_depth_of_target,center_short_avg_time_to_throw,center_short_bats,center_short_big_time_throws,center_short_btt_rate,center_short_completion_percent,center_short_completions,center_short_def_gen_pressures,center_short_drop_rate,center_short_dropbacks,center_short_drops,center_short_first_downs,center_short_grades_pass,center_short_hit_as_threw,center_short_interceptions,center_short_passing_snaps,center_short_pressure_to_sack_rate,center_short_qb_rating,center_short_sack_percent,center_short_sacks,center_short_scrambles,center_short_spikes,center_short_thrown_aways,center_short_touchdowns,center_short_turnover_worthy_plays,center_short_twp_rate,center_short_yards,center_short_ypa,declined_penalties,deep_accuracy_percent,deep_aimed_passes,deep_attempts,deep_attempts_percent,deep_avg_depth_of_target,deep_avg_time_to_throw,deep_bats,deep_big_time_throws,deep_btt_rate,deep_completion_percent,deep_completions,deep_def_gen_pressures,deep_drop_rate,deep_dropbacks,deep_drops,deep_first_downs,deep_grades_pass,deep_hit_as_threw,deep_interceptions,deep_passing_snaps,deep_pressure_to_sack_rate,deep_qb_rating,deep_sack_percent,deep_sacks,deep_scrambles,deep_spikes,deep_thrown_aways,deep_touchdowns,deep_turnover_worthy_plays,deep_twp_rate,deep_yards,deep_ypa,franchise_id,left_behind_los_accuracy_percent,left_behind_los_aimed_passes,left_behind_los_attempts,left_behind_los_attempts_percent,left_behind_los_avg_depth_of_target,left_behind_los_avg_time_to_throw,left_behind_los_bats,left_behind_los_big_time_throws,left_behind_los_btt_rate,left_behind_los_completion_percent,left_behind_los_completions,left_behind_los_def_gen_pressures,left_behind_los_drop_rate,left_behind_los_dropbacks,left_behind_los_drops,left_behind_los_first_downs,left_behind_los_grades_pass,left_behind_los_hit_as_threw,left_behind_los_interceptions,left_behind_los_passing_snaps,left_behind_los_pressure_to_sack_rate,left_behind_los_qb_rating,left_behind_los_sack_percent,left_behind_los_sacks,left_behind_los_scrambles,left_behind_los_spikes,left_behind_los_thrown_aways,left_behind_los_touchdowns,left_behind_los_turnover_worthy_plays,left_behind_los_twp_rate,left_behind_los_yards,left_behind_los_ypa,left_deep_accuracy_percent,left_deep_aimed_passes,left_deep_attempts,left_deep_attempts_percent,left_deep_avg_depth_of_target,left_deep_avg_time_to_throw,left_deep_bats,left_deep_big_time_throws,left_deep_btt_rate,left_deep_completion_percent,left_deep_completions,left_deep_def_gen_pressures,left_deep_drop_rate,left_deep_dropbacks,left_deep_drops,left_deep_first_downs,left_deep_grades_pass,left_deep_hit_as_threw,left_deep_interceptions,left_deep_passing_snaps,left_deep_pressure_to_sack_rate,left_deep_qb_rating,left_deep_sack_percent,left_deep_sacks,left_deep_scrambles,left_deep_spikes,left_deep_thrown_aways,left_deep_touchdowns,left_deep_turnover_worthy_plays,left_deep_twp_rate,left_deep_yards,left_deep_ypa,left_medium_accuracy_percent,left_medium_aimed_passes,left_medium_attempts,left_medium_attempts_percent,left_medium_avg_depth_of_target,left_medium_avg_time_to_throw,left_medium_bats,left_medium_big_time_throws,left_medium_btt_rate,left_medium_completion_percent,left_medium_completions,left_medium_def_gen_pressures,left_medium_drop_rate,left_medium_dropbacks,left_medium_drops,left_medium_first_downs,left_medium_grades_pass,left_medium_hit_as_threw,left_medium_interceptions,left_medium_passing_snaps,left_medium_pressure_to_sack_rate,left_medium_qb_rating,left_medium_sack_percent,left_medium_sacks,left_medium_scrambles,left_medium_spikes,left_medium_thrown_aways,left_medium_touchdowns,left_medium_turnover_worthy_plays,left_medium_twp_rate,left_medium_yards,left_medium_ypa,left_short_accuracy_percent,left_short_aimed_passes,left_short_attempts,left_short_attempts_percent,left_short_avg_depth_of_target,left_short_avg_time_to_throw,left_short_bats,left_short_big_time_throws,left_short_btt_rate,left_short_completion_percent,left_short_completions,left_short_def_gen_pressures,left_short_drop_rate,left_short_dropbacks,left_short_drops,left_short_first_downs,left_short_grades_pass,left_short_hit_as_threw,left_short_interceptions,left_short_passing_snaps,left_short_pressure_to_sack_rate,left_short_qb_rating,left_short_sack_percent,left_short_sacks,left_short_scrambles,left_short_spikes,left_short_thrown_aways,left_short_touchdowns,left_short_turnover_worthy_plays,left_short_twp_rate,left_short_yards,left_short_ypa,medium_accuracy_percent,medium_aimed_passes,medium_attempts,medium_attempts_percent,medium_avg_depth_of_target,medium_avg_time_to_throw,medium_bats,medium_big_time_throws,medium_btt_rate,medium_completion_percent,medium_completions,medium_def_gen_pressures,medium_drop_rate,medium_dropbacks,medium_drops,medium_first_downs,medium_grades_pass,medium_hit_as_threw,medium_interceptions,medium_passing_snaps,medium_pressure_to_sack_rate,medium_qb_rating,medium_sack_percent,medium_sacks,medium_scrambles,medium_spikes,medium_thrown_aways,medium_touchdowns,medium_turnover_worthy_plays,medium_twp_rate,medium_yards,medium_ypa,penalties,right_behind_los_accuracy_percent,right_behind_los_aimed_passes,right_behind_los_attempts,right_behind_los_attempts_percent,right_behind_los_avg_depth_of_target,right_behind_los_avg_time_to_throw,right_behind_los_bats,right_behind_los_big_time_throws,right_behind_los_btt_rate,right_behind_los_completion_percent,right_behind_los_completions,right_behind_los_def_gen_pressures,right_behind_los_drop_rate,right_behind_los_dropbacks,right_behind_los_drops,right_behind_los_first_downs,right_behind_los_grades_pass,right_behind_los_hit_as_threw,right_behind_los_interceptions,right_behind_los_passing_snaps,right_behind_los_pressure_to_sack_rate,right_behind_los_qb_rating,right_behind_los_sack_percent,right_behind_los_sacks,right_behind_los_scrambles,right_behind_los_spikes,right_behind_los_thrown_aways,right_behind_los_touchdowns,right_behind_los_turnover_worthy_plays,right_behind_los_twp_rate,right_behind_los_yards,right_behind_los_ypa,right_deep_accuracy_percent,right_deep_aimed_passes,right_deep_attempts,right_deep_attempts_percent,right_deep_avg_depth_of_target,right_deep_avg_time_to_throw,right_deep_bats,right_deep_big_time_throws,right_deep_btt_rate,right_deep_completion_percent,right_deep_completions,right_deep_def_gen_pressures,right_deep_drop_rate,right_deep_dropbacks,right_deep_drops,right_deep_first_downs,right_deep_grades_pass,right_deep_hit_as_threw,right_deep_interceptions,right_deep_passing_snaps,right_deep_pressure_to_sack_rate,right_deep_qb_rating,right_deep_sack_percent,right_deep_sacks,right_deep_scrambles,right_deep_spikes,right_deep_thrown_aways,right_deep_touchdowns,right_deep_turnover_worthy_plays,right_deep_twp_rate,right_deep_yards,right_deep_ypa,right_medium_accuracy_percent,right_medium_aimed_passes,right_medium_attempts,right_medium_attempts_percent,right_medium_avg_depth_of_target,right_medium_avg_time_to_throw,right_medium_bats,right_medium_big_time_throws,right_medium_btt_rate,right_medium_completion_percent,right_medium_completions,right_medium_def_gen_pressures,right_medium_drop_rate,right_medium_dropbacks,right_medium_drops,right_medium_first_downs,right_medium_grades_pass,right_medium_hit_as_threw,right_medium_interceptions,right_medium_passing_snaps,right_medium_pressure_to_sack_rate,right_medium_qb_rating,right_medium_sack_percent,right_medium_sacks,right_medium_scrambles,right_medium_spikes,right_medium_thrown_aways,right_medium_touchdowns,right_medium_turnover_worthy_plays,right_medium_twp_rate,right_medium_yards,right_medium_ypa,right_short_accuracy_percent,right_short_aimed_passes,right_short_attempts,right_short_attempts_percent,right_short_avg_depth_of_target,right_short_avg_time_to_throw,right_short_bats,right_short_big_time_throws,right_short_btt_rate,right_short_completion_percent,right_short_completions,right_short_def_gen_pressures,right_short_drop_rate,right_short_dropbacks,right_short_drops,right_short_first_downs,right_short_grades_pass,right_short_hit_as_threw,right_short_interceptions,right_short_passing_snaps,right_short_pressure_to_sack_rate,right_short_qb_rating,right_short_sack_percent,right_short_sacks,right_short_scrambles,right_short_spikes,right_short_thrown_aways,right_short_touchdowns,right_short_turnover_worthy_plays,right_short_twp_rate,right_short_yards,right_short_ypa,short_accuracy_percent,short_aimed_passes,short_attempts,short_attempts_percent,short_avg_depth_of_target,short_avg_time_to_throw,short_bats,short_big_time_throws,short_btt_rate,short_completion_percent,short_completions,short_def_gen_pressures,short_drop_rate,short_dropbacks,short_drops,short_first_downs,short_grades_pass,short_hit_as_threw,short_interceptions,short_passing_snaps,short_pressure_to_sack_rate,short_qb_rating,short_sack_percent,short_sacks,short_scrambles,short_spikes,short_thrown_aways,short_touchdowns,short_turnover_worthy_plays,short_twp_rate,short_yards,short_ypa
Kyle McCord,145053,QB,SYRACUSE,13,593,640,97.3,74,74,12.5,-3.4,1.72,0,0,0.0,91.9,68,7,5.6,74,4,24,74.1,0,1,77,0.0,100.1,0.0,0,0,0,0,2,0,0.0,534,7.2,98.5,65,65,11.0,-3.6,1.65,0,0,0.0,92.3,60,4,6.3,65,4,21,73.9,0,1,67,0.0,95.1,0.0,0,0,0,0,1,0,0.0,463,7.1,72.7,22,22,3.7,25.2,3.0,0,11,47.8,72.7,16,5,0.0,22,0,16,99.9,0,0,23,0.0,145.1,0.0,0,0,0,0,2,1,4.3,482,21.9,62.5,72,72,12.1,13.0,2.42,0,0,0.0,61.1,44,19,2.2,72,1,42,82.6,0,4,80,0.0,94.3,0.0,0,0,0,0,4,7,8.8,793,11.0,81.9,160,160,27.0,4.5,2.05,0,0,0.0,75.6,121,29,7.6,160,10,64,78.3,0,1,163,0.0,101.5,0.0,0,0,0,0,5,3,1.8,1099,6.9,0,55.1,78,78,13.2,27.2,2.69,0,32,35.2,52.6,41,14,4.7,78,2,41,96.4,0,3,91,0.0,120.4,0.0,0,0,0,0,9,6,6.6,1273,16.3,304,100.0,6,6,1.0,-1.8,2.0,0,0,0.0,100.0,6,2,0.0,6,0,3,65.5,0,0,6,0.0,155.6,0.0,0,0,0,0,1,0,0.0,71,11.8,50.0,30,30,5.1,27.5,2.49,0,13,37.1,50.0,15,5,0.0,30,0,15,90.8,0,3,35,0.0,95.8,0.0,0,0,0,0,4,4,11.4,471,15.7,69.2,26,26,4.4,13.3,2.62,0,4,14.8,65.4,17,5,5.6,26,1,15,92.0,0,0,27,0.0,131.4,0.0,0,0,0,0,7,0,0.0,220,8.5,83.3,48,48,8.1,4.9,2.04,0,0,0.0,83.3,40,9,0.0,48,0,22,61.3,0,1,51,0.0,111.5,0.0,0,0,0,0,3,2,3.9,376,7.8,59.2,130,130,21.9,13.4,2.5,0,4,2.9,54.6,71,35,7.8,130,6,67,79.4,0,6,140,0.0,96.2,0.0,0,0,0,0,12,10,7.1,1155,8.9,0,66.7,3,3,0.5,-1.0,2.63,0,0,0.0,66.7,2,1,0.0,3,0,0,63.1,0,0,4,0.0,70.1,0.0,0,0,0,0,0,0,0.0,0,0.0,46.2,26,26,4.4,28.5,2.64,0,8,24.2,38.5,10,4,16.7,26,2,10,89.8,0,0,33,0.0,123.9,0.0,0,0,0,0,3,1,3.0,320,12.3,43.8,32,32,5.4,14.4,2.59,0,0,0.0,31.3,10,11,28.6,32,4,10,41.9,0,2,33,0.0,31.0,0.0,0,0,0,0,1,3,9.1,142,4.4,83.9,62,62,10.5,4.6,2.28,0,0,0.0,79.0,49,13,5.8,62,3,22,81.0,0,0,63,0.0,104.5,0.0,0,0,0,0,3,0,0.0,323,5.2,82.6,270,270,45.5,4.6,2.1,0,0,0.0,77.8,210,51,5.8,270,13,108,79.1,0,2,277,0.0,104.9,0.0,0,0,0,0,11,5,1.8,1798,6.7
Shedeur Sanders,131396,QB,COLORADO,13,481,563,97.4,116,116,24.1,-3.2,1.9,0,0,0.0,88.8,103,17,8.8,116,10,28,72.9,0,0,118,0.0,101.8,0.0,0,0,0,0,5,0,0.0,579,5.0,98.9,88,88,18.3,-3.3,1.77,0,0,0.0,89.8,79,7,9.2,88,8,19,73.2,0,0,90,0.0,96.5,0.0,0,0,0,0,3,0,0.0,391,4.4,65.2,23,23,4.8,28.8,3.47,0,10,34.5,60.9,14,9,6.7,23,1,14,95.9,0,0,29,0.0,144.5,0.0,0,0,0,0,5,0,0.0,534,23.2,70.2,47,47,9.8,13.9,3.2,0,1,2.1,68.1,32,18,3.0,47,1,28,90.4,0,4,48,0.0,91.3,0.0,0,0,0,0,3,3,6.3,526,11.2,92.3,117,117,24.3,4.0,2.49,0,0,0.0,91.5,107,25,0.9,117,1,47,86.8,0,3,119,0.0,107.9,0.0,0,0,0,0,6,1,0.8,979,8.4,0,49.3,75,75,15.6,29.4,3.4,0,23,26.1,45.3,34,28,8.1,75,3,34,94.8,0,1,88,0.0,126.0,0.0,0,0,0,0,14,0,0.0,1184,15.8,143,100.0,12,12,2.5,-3.4,1.99,0,0,0.0,91.7,11,1,8.3,12,1,6,68.2,0,0,12,0.0,147.6,0.0,0,0,0,0,2,0,0.0,119,9.9,40.9,22,22,4.6,29.9,3.55,0,4,15.4,31.8,7,9,22.2,22,2,7,85.3,0,1,26,0.0,92.8,0.0,0,0,0,0,3,0,0.0,230,10.5,64.3,14,14,2.9,13.6,3.74,0,1,6.7,57.1,8,8,11.1,14,1,7,92.7,0,0,15,0.0,123.2,0.0,0,0,0,0,2,0,0.0,114,8.1,83.3,24,24,5.0,5.1,2.54,0,0,0.0,83.3,20,3,0.0,24,0,11,70.0,0,0,26,0.0,123.8,0.0,0,0,0,0,2,0,0.0,169,7.0,70.9,79,79,16.4,13.8,3.31,0,3,3.6,68.4,54,35,3.6,79,2,47,92.8,0,5,84,0.0,105.1,0.0,0,0,0,0,7,4,4.8,813,10.3,0,87.5,16,16,3.3,-2.8,2.53,0,0,0.0,81.3,13,9,7.1,16,1,3,62.1,0,0,16,0.0,84.6,0.0,0,0,0,0,0,0,0.0,69,4.3,43.3,30,30,6.2,29.4,3.23,0,9,27.3,43.3,13,10,0.0,30,0,13,90.9,0,0,33,0.0,129.9,0.0,0,0,0,0,6,0,0.0,420,14.0,77.8,18,18,3.7,13.5,3.26,0,1,4.8,77.8,14,9,0.0,18,0,12,85.4,0,1,21,0.0,120.6,0.0,0,0,0,0,2,1,4.8,173,9.6,87.5,40,40,8.3,4.2,2.39,0,0,0.0,87.5,35,7,0.0,40,0,14,64.9,0,1,41,0.0,123.9,0.0,0,0,0,0,3,1,2.4,409,10.2,90.1,181,181,37.6,4.2,2.48,0,0,0.0,89.5,162,35,0.6,181,1,72,82.9,0,4,186,0.0,113.6,0.0,0,0,0,0,11,2,1.1,1557,8.6
Chandler Morris,122938,QB,N TEXAS,12,514,562,93.5,138,138,26.8,-3.0,1.63,0,0,0.0,88.4,122,10,5.4,138,7,39,72.3,0,1,141,0.0,105.1,0.0,0,0,0,0,6,1,0.7,893,6.5,95.5,112,112,21.8,-3.2,1.58,0,0,0.0,90.2,101,9,5.6,112,6,30,73.9,0,1,115,0.0,106.4,0.0,0,0,0,0,5,0,0.0,767,6.8,43.8,32,32,6.2,29.9,2.94,0,10,28.6,37.5,12,9,14.3,32,2,12,90.9,0,2,35,0.0,75.7,0.0,0,0,0,0,2,3,8.6,365,11.4,63.4,82,82,16.0,13.7,2.65,0,3,3.5,53.7,44,22,15.4,82,8,41,73.7,0,3,85,0.0,101.0,0.0,0,0,0,0,7,7,8.2,807,9.8,86.3,80,80,15.6,4.5,1.91,0,0,0.0,76.3,61,8,11.6,80,8,33,69.4,0,2,83,0.0,109.0,0.0,0,0,0,0,6,0,0.0,552,6.9,0,40.0,75,75,14.6,27.8,2.83,0,21,23.6,33.3,25,21,16.7,75,5,25,88.2,0,2,89,0.0,93.5,0.0,0,0,0,0,7,6,6.7,786,10.5,251,77.8,9,9,1.8,-2.1,1.64,0,0,0.0,66.7,6,1,14.3,9,1,3,54.0,0,0,9,0.0,77.1,0.0,0,0,0,0,0,1,11.1,42,4.7,30.0,20,20,3.9,25.5,2.68,0,6,22.2,25.0,5,5,16.7,20,1,5,61.8,0,0,27,0.0,90.8,0.0,0,0,0,0,2,3,11.1,146,7.3,44.0,25,25,4.9,13.6,2.64,0,2,7.1,40.0,10,8,9.1,25,1,9,45.6,0,3,28,0.0,40.8,0.0,0,0,0,0,1,4,14.3,190,7.6,80.6,36,36,7.0,5.3,2.29,0,0,0.0,66.7,24,8,17.2,36,5,11,56.4,0,0,37,0.0,79.9,0.0,0,0,0,0,0,2,5.4,192,5.3,60.9,133,133,25.9,13.7,2.69,0,6,4.2,51.9,69,40,14.8,133,12,65,70.3,0,7,144,0.0,92.3,0.0,0,0,0,0,12,13,9.0,1239,9.3,0,88.2,17,17,3.3,-2.5,1.96,0,0,0.0,88.2,15,0,0.0,17,0,6,65.7,0,0,17,,106.9,0.0,0,0,0,0,1,0,0.0,84,4.9,43.5,23,23,4.5,27.0,2.81,0,5,18.5,34.8,8,7,20.0,23,2,8,86.7,0,0,27,0.0,120.5,0.0,0,0,0,0,3,0,0.0,275,12.0,69.2,26,26,5.1,13.7,2.88,0,1,3.2,57.7,15,10,16.7,26,3,15,77.3,0,1,31,0.0,112.5,0.0,0,0,0,0,4,2,6.5,242,9.3,75.8,33,33,6.4,4.3,2.28,0,0,0.0,66.7,22,5,12.0,33,3,7,79.6,0,0,34,0.0,74.1,0.0,0,0,0,0,0,0,0.0,130,3.9,82.6,149,149,29.0,4.6,2.08,0,0,0.0,71.8,107,21,13.0,149,16,51,70.6,0,2,154,0.0,94.2,0.0,0,0,0,0,6,2,1.3,874,5.9
Garrett Nussmeier,146757,QB,LSU,13,525,553,97.6,84,84,16.0,-3.7,1.75,0,0,0.0,91.7,77,7,6.1,84,5,23,73.6,0,0,84,0.0,108.1,0.0,0,0,0,0,4,0,0.0,515,6.1,98.6,73,73,13.9,-3.8,1.67,0,0,0.0,91.8,67,4,6.9,73,5,19,74.2,0,0,73,0.0,111.1,0.0,0,0,0,0,4,0,0.0,459,6.3,50.0,32,32,6.1,30.0,2.98,0,11,32.4,50.0,16,11,0.0,32,0,15,93.4,0,0,34,0.0,135.4,0.0,0,0,0,0,4,1,2.9,478,14.9,57.6,59,59,11.2,14.3,2.98,0,0,0.0,50.8,30,13,11.8,59,4,29,84.3,0,5,64,0.0,61.6,0.0,0,0,0,0,3,4,6.3,503,8.5,85.8,127,127,24.2,3.1,2.66,0,0,0.0,81.1,103,34,5.5,127,6,58,68.8,0,2,130,0.0,109.5,0.0,0,0,0,0,6,4,3.1,1026,8.1,0,39.5,86,86,16.4,29.7,3.04,0,25,26.3,36.0,31,28,8.8,86,3,31,91.2,0,2,95,0.0,104.9,0.0,0,0,0,0,9,4,4.2,982,11.4,211,100.0,6,6,1.1,-2.7,2.33,0,0,0.0,100.0,6,2,0.0,6,0,2,66.0,0,0,6,0.0,88.9,0.0,0,0,0,0,0,0,0.0,32,5.3,29.2,24,24,4.6,29.4,2.97,0,8,28.6,20.8,5,8,28.6,24,2,6,82.2,0,1,28,0.0,50.2,0.0,0,0,0,0,1,1,3.6,153,6.4,50.0,30,30,5.7,14.9,2.78,0,1,2.7,46.7,14,8,6.7,30,1,14,71.4,0,1,37,0.0,73.5,0.0,0,0,0,0,1,1,2.7,254,8.5,82.4,34,34,6.5,4.5,2.12,0,0,0.0,79.4,27,4,3.6,34,1,13,71.9,0,0,35,0.0,108.7,0.0,0,0,0,0,2,0,0.0,183,5.4,55.3,123,123,23.4,14.3,2.93,0,1,0.7,50.4,62,29,8.8,123,6,60,83.9,0,7,138,0.0,74.6,0.0,0,0,0,0,7,6,4.3,1041,8.5,0,80.0,5,5,1.0,-3.6,2.22,0,0,0.0,80.0,4,1,0.0,5,0,2,58.9,0,0,5,0.0,86.7,0.0,0,0,0,0,0,0,0.0,24,4.8,36.7,30,30,5.7,29.8,3.15,0,6,18.2,33.3,10,9,9.1,30,1,10,72.7,0,1,33,0.0,104.3,0.0,0,0,0,0,4,2,6.1,351,11.7,55.9,34,34,6.5,13.8,2.96,0,0,0.0,52.9,18,8,5.3,34,1,17,77.2,0,1,37,0.0,98.2,0.0,0,0,0,0,3,1,2.7,284,8.4,77.6,49,49,9.3,4.5,2.22,0,0,0.0,73.5,36,10,5.3,49,2,17,58.6,0,1,52,0.0,86.8,0.0,0,0,0,0,1,1,1.9,296,6.0,83.3,210,210,40.0,3.6,2.47,0,0,0.0,79.0,166,48,5.1,210,9,88,68.5,0,3,217,0.0,104.9,0.0,0,0,0,0,9,5,2.3,1505,7.2
Cade Klubnik,156253,QB,CLEMSON,14,492,547,92.8,83,83,16.9,-3.4,1.78,0,0,0.0,89.2,74,10,3.9,83,3,13,69.5,0,0,84,0.0,97.3,0.0,0,0,0,0,4,0,0.0,291,3.5,93.4,61,61,12.4,-3.5,1.63,0,0,0.0,88.5,54,6,5.3,61,3,9,70.9,0,0,61,0.0,97.7,0.0,0,0,0,0,3,0,0.0,215,3.5,57.1,35,35,7.1,31.8,3.09,0,15,40.5,45.7,16,14,20.0,35,4,16,93.9,0,1,37,0.0,119.9,0.0,0,0,0,0,9,3,8.1,644,18.4,71.4,56,56,11.4,12.5,2.71,0,1,1.7,60.7,34,12,15.0,56,6,33,91.7,0,1,59,0.0,120.2,0.0,0,0,0,0,6,2,3.4,527,9.4,82.1,145,145,29.5,4.7,2.22,0,0,0.0,73.8,107,28,10.1,145,12,55,81.0,0,2,146,0.0,101.2,0.0,0,0,0,0,7,1,0.7,948,6.5,0,51.3,78,78,15.9,29.9,3.04,0,27,31.4,44.9,35,26,12.5,78,5,35,93.5,0,3,86,0.0,115.1,0.0,0,0,0,0,16,6,7.0,1240,15.9,140,100.0,8,8,1.6,-2.5,1.91,0,0,0.0,100.0,8,1,0.0,8,0,0,61.6,0,0,8,0.0,79.2,0.0,0,0,0,0,0,0,0.0,21,2.6,47.4,19,19,3.9,27.9,3.15,0,5,25.0,42.1,8,5,11.1,19,1,8,89.3,0,0,20,0.0,128.8,0.0,0,0,0,0,5,0,0.0,278,14.6,59.1,22,22,4.5,14.0,2.75,0,0,0.0,59.1,13,8,0.0,22,0,13,82.7,0,0,24,0.0,127.7,0.0,0,0,0,0,2,0,0.0,243,11.0,66.7,21,21,4.3,5.7,2.39,0,0,0.0,61.9,13,4,7.1,21,1,6,53.5,0,0,21,0.0,91.4,0.0,0,0,0,0,1,1,4.8,110,5.2,65.3,98,98,19.9,13.0,2.85,0,1,0.9,58.2,57,26,10.9,98,7,54,91.5,0,1,106,0.0,112.3,0.0,0,0,0,0,8,2,1.9,913,9.3,0,85.7,14,14,2.8,-3.4,2.34,0,0,0.0,85.7,12,3,0.0,14,0,4,61.6,0,0,15,0.0,106.8,0.0,0,0,0,0,1,0,0.0,55,3.9,45.8,24,24,4.9,28.7,2.9,0,7,24.1,45.8,11,7,0.0,24,0,11,82.3,0,2,29,0.0,85.4,0.0,0,0,0,0,2,3,10.3,318,13.3,55.0,20,20,4.1,13.4,3.36,0,0,0.0,50.0,10,6,9.1,20,1,8,76.2,0,0,23,0.0,73.5,0.0,0,0,0,0,0,0,0.0,143,7.2,71.9,32,32,6.5,5.3,2.42,0,0,0.0,68.8,22,9,4.3,32,1,5,62.3,0,0,33,0.0,77.6,0.0,0,0,0,0,0,0,0.0,140,4.4,78.8,198,198,40.2,4.9,2.27,0,0,0.0,71.7,142,41,9.0,198,14,66,75.5,0,2,200,0.0,96.3,0.0,0,0,0,0,8,2,1.0,1198,6.1
