player,player_id,position,team_name,player_game_count,avg_time_to_throw,less_attempts,less_completion_percent,less_accuracy_percent,less_ypa,less_big_time_throws,less_btt_rate,less_turnover_worthy_plays,less_twp_rate,less_interceptions,less_touchdowns,less_avg_depth_of_target,less_avg_time_to_throw,less_def_gen_pressures,less_pressure_to_sack_rate,less_sack_percent,less_qb_rating,more_attempts,more_completion_percent,more_accuracy_percent,more_ypa,more_big_time_throws,more_btt_rate,more_turnover_worthy_plays,more_twp_rate,more_interceptions,more_touchdowns,more_avg_depth_of_target,more_avg_time_to_throw,more_def_gen_pressures,more_pressure_to_sack_rate,more_sack_percent,more_qb_rating
Dustin Fletcher,130553,QB,CITADEL,4,2.66,4,50.0,50.0,3.0,0,0.0,0,0.0,0,0,16.8,2.05,1,0.0,0.0,56.3,6,50.0,75.0,5.2,0,0.0,0,0.0,0,0,5.5,3.01,5,20.0,14.3,65.3
Cameron Hergott,164247,QB,E KENTUCKY,4,4.24,2,50.0,50.0,-1.0,0,0.0,0,0.0,0,0,1.0,1.55,0,,0.0,56.3,6,33.3,40.0,2.3,0,0.0,0,0.0,0,0,9.2,4.83,7,0.0,0.0,42.4
Jayden Mandal,173516,QB,FRESNO ST,4,3.27,1,0.0,0.0,0.0,0,0.0,0,0.0,0,0,14.0,2.2,0,,0.0,39.6,8,50.0,57.1,4.9,0,0.0,2,18.2,2,0,12.7,3.38,5,20.0,10.0,24.5
Gunnar Gray,171202,QB,BUFFALO,1,2.23,6,50.0,50.0,3.8,0,0.0,0,0.0,0,0,4.3,1.62,0,,0.0,59.7,5,20.0,33.3,3.6,0,0.0,1,20.0,1,0,15.0,2.96,2,0.0,0.0,2.5
Mark Wright,194635,QB,VIRUNI,1,2.69,7,14.3,28.6,0.7,0,0.0,1,14.3,1,0,16.3,2.11,2,0.0,0.0,0.0,3,33.3,50.0,10.7,1,33.3,0,0.0,0,0,21.5,3.7,3,0.0,0.0,74.3
Jerick Gaston,166808,QB,LANECOL,1,3.14,6,33.3,40.0,2.7,0,0.0,0,0.0,0,0,7.4,1.72,0,,0.0,42.4,4,25.0,50.0,2.8,0,0.0,1,20.0,0,0,23.0,4.84,4,0.0,0.0,39.6
Tyler Kubat,171769,QB,LNDNWD,3,2.82,6,50.0,60.0,6.0,0,0.0,1,16.7,0,0,4.2,2.08,1,0.0,0.0,68.8,2,100.0,100.0,39.5,1,33.3,0,0.0,0,1,22.0,3.7,3,66.7,40.0,158.3
Keegan Patterson,158465,QB,INDIANA ST,2,2.2,7,71.4,100.0,1.0,0,0.0,0,0.0,0,0,0.6,1.86,1,0.0,0.0,74.1,2,50.0,50.0,2.5,0,0.0,0,0.0,0,0,4.0,2.8,3,66.7,50.0,56.3
Reese Poffenbarger,145346,QB,MIAMI FL,1,2.83,6,100.0,100.0,3.3,0,0.0,0,0.0,0,0,-1.5,1.73,1,100.0,14.3,80.6,1,0.0,0.0,0.0,0,0.0,1,33.3,0,0,32.0,5.4,1,100.0,33.3,39.6
Bert Emanuel Jr.,158581,QB,C MICHIGAN,3,3.11,3,66.7,66.7,14.7,1,33.3,0,0.0,0,1,11.7,2.2,1,0.0,0.0,149.3,3,66.7,66.7,18.3,1,33.3,1,14.3,0,1,16.7,3.5,3,66.7,28.6,149.3
Tim Carpenter,190715,QB,TULSA,4,3.0,5,60.0,80.0,2.8,0,0.0,1,20.0,0,2,6.2,2.02,0,,0.0,104.2,3,33.3,33.3,10.7,1,25.0,0,0.0,0,0,32.3,3.98,2,0.0,0.0,74.3
Ashton Frye,163951,QB,GRAMBLING,3,2.93,5,60.0,60.0,1.6,0,0.0,0,0.0,0,0,8.2,1.86,1,0.0,0.0,64.6,1,0.0,0.0,0.0,0,0.0,0,0.0,0,0,15.0,4.0,5,60.0,60.0,39.6
Amari Powell,165320,QB,STTHOM,1,2.59,5,40.0,40.0,1.4,0,0.0,0,0.0,0,0,12.4,2.1,1,0.0,0.0,47.9,5,60.0,60.0,2.2,0,0.0,1,20.0,0,0,10.2,3.08,2,0.0,0.0,64.6
Nate Hampton,147548,QB,LIBERTY,1,3.16,4,25.0,33.3,1.0,0,0.0,0,0.0,0,0,3.0,1.9,1,0.0,0.0,39.6,5,20.0,20.0,7.2,1,20.0,1,16.7,1,1,26.2,4.0,3,0.0,0.0,57.1
Richard Torres,156456,QB,INCAR WORD,3,2.13,8,37.5,42.9,5.8,1,12.5,0,0.0,1,1,16.4,1.99,1,0.0,0.0,57.3,2,100.0,100.0,9.0,0,0.0,0,0.0,0,0,9.0,2.7,0,,0.0,104.2
Gunner Cortez,196914,QB,LINCOK,2,2.47,4,75.0,75.0,6.8,0,0.0,0,0.0,0,0,6.8,2.0,1,100.0,20.0,92.7,4,0.0,0.0,0.0,0,0.0,0,0.0,1,0,10.0,2.94,3,33.3,20.0,0.0
Dante Moore,173983,QB,OREGON,4,2.54,6,100.0,100.0,7.2,0,0.0,0,0.0,0,0,-0.3,1.73,0,,0.0,96.5,2,50.0,100.0,3.0,0,0.0,0,0.0,0,0,5.0,4.17,2,0.0,0.0,56.3
Cameran Brown,184894,QB,TEXAS TECH,2,1.72,8,50.0,50.0,1.4,0,0.0,1,12.5,1,0,3.9,1.63,0,,0.0,16.7,1,0.0,0.0,0.0,0,0.0,0,0.0,0,0,15.0,2.5,0,,0.0,39.6
Jalen Macon,153929,QB,N ILLINOIS,1,2.97,2,50.0,100.0,7.0,0,0.0,0,0.0,0,0,1.5,1.7,1,0.0,0.0,72.9,5,60.0,80.0,7.2,0,0.0,0,0.0,0,0,6.0,3.33,3,0.0,0.0,82.1
Jaique Hart,196882,QB,SCAR STATE,2,1.97,8,75.0,87.5,7.3,0,0.0,0,0.0,0,0,1.0,1.71,1,0.0,0.0,94.8,0,,,,0,,0,0.0,0,0,,4.0,1,0.0,0.0,0.0
Brady Lichtenberg,144226,QB,CINCINNATI,2,3.3,0,,,,0,,0,,0,0,,,0,,,0.0,5,60.0,60.0,5.0,0,0.0,0,0.0,0,0,9.8,3.3,3,100.0,33.3,72.9
JD Sherrod,172365,QB,KENT STATE,2,2.5,5,40.0,50.0,3.6,0,0.0,1,16.7,0,0,6.5,2.03,4,25.0,16.7,50.4,2,0.0,0.0,0.0,0,0.0,0,0.0,0,0,34.5,3.43,1,0.0,0.0,39.6
Harold Cook,141434,QB,SHORTER,1,3.99,1,0.0,100.0,0.0,0,0.0,0,0.0,0,0,-1.0,2.1,1,0.0,0.0,39.6,3,0.0,0.0,0.0,0,0.0,0,0.0,0,0,30.5,4.23,4,100.0,50.0,39.6
Michael Wortham,170696,QB,E WASHGTON,6,3.14,3,100.0,100.0,2.3,0,0.0,0,0.0,0,0,-3.0,1.67,0,,0.0,79.2,4,100.0,100.0,20.3,0,0.0,0,0.0,0,2,9.8,3.88,1,100.0,16.7,158.3
Grant Harper,142158,QB,UC DAVIS,3,2.96,4,75.0,75.0,6.0,0,0.0,0,0.0,0,0,2.0,2.05,0,,0.0,89.6,2,100.0,100.0,17.0,0,0.0,0,0.0,0,1,11.0,3.68,2,50.0,20.0,158.3
Christian Arceneaux,160826,QB,NICHOLLS,3,2.77,4,75.0,75.0,6.8,0,0.0,0,0.0,0,0,5.0,1.8,2,0.0,0.0,92.7,4,25.0,50.0,9.8,1,25.0,0,0.0,0,0,17.0,3.54,3,33.3,20.0,67.7
Warner Bush,149585,QB,PRESBYTERN,4,2.43,6,66.7,83.3,8.2,0,0.0,0,0.0,0,1,3.7,1.87,1,0.0,0.0,131.3,3,0.0,0.0,0.0,0,0.0,0,0.0,0,0,25.0,3.57,1,0.0,0.0,39.6
Davis Beville,99588,QB,S CAROLINA,3,3.1,3,66.7,100.0,3.3,0,0.0,0,0.0,0,0,4.7,2.03,1,0.0,0.0,71.5,4,75.0,75.0,9.0,0,0.0,0,0.0,0,1,15.5,3.63,4,50.0,33.3,141.7
Broc Lowry,173383,QB,W MICHIGAN,5,2.54,4,25.0,33.3,0.8,0,0.0,0,0.0,0,0,2.0,1.7,0,,0.0,39.6,2,100.0,100.0,6.5,0,0.0,0,0.0,0,0,3.5,3.22,2,50.0,20.0,93.8
RJ Rosales,147299,QB,VIRUNI,1,3.33,3,33.3,33.3,14.3,1,33.3,0,0.0,0,0,27.0,2.1,1,100.0,25.0,81.9,3,66.7,66.7,23.7,1,25.0,1,16.7,0,1,26.7,4.32,2,0.0,0.0,149.3
Allen Hamilton,197211,QB,LOUCHR,1,3.34,6,50.0,50.0,4.3,0,0.0,1,16.7,2,0,5.0,1.83,0,,0.0,22.2,0,,,,0,,0,0.0,0,0,,7.85,2,0.0,0.0,0.0
Cole Pennington,156787,QB,MARSHALL,2,2.35,6,66.7,66.7,6.8,0,0.0,1,12.5,0,0,3.8,1.87,0,,0.0,86.1,1,100.0,100.0,16.0,0,0.0,0,0.0,0,1,23.0,3.8,2,0.0,0.0,158.3
Malachi Parks,195556,QB,HA,1,2.54,4,100.0,100.0,8.0,0,0.0,0,0.0,0,0,0.3,1.7,1,0.0,0.0,100.0,2,0.0,0.0,0.0,0,0.0,1,25.0,1,0,19.5,3.38,3,0.0,0.0,0.0
Chris Stephenson,178446,QB,STETSON,1,2.33,6,33.3,50.0,3.0,0,0.0,1,16.7,1,0,8.2,1.68,2,0.0,0.0,2.8,1,0.0,0.0,0.0,0,0.0,0,0.0,0,0,29.0,4.25,0,,0.0,39.6
John-Keawe Sagapolutele,175709,QB,HAWAII,2,2.29,4,75.0,75.0,6.0,0,0.0,0,0.0,1,0,3.0,1.83,0,,0.0,50.0,3,33.3,33.3,6.0,1,33.3,1,25.0,1,0,23.7,2.75,2,50.0,25.0,15.3
Terrel Ashley,182463,QB,VA LYNCHBU,1,2.53,5,60.0,60.0,10.2,0,0.0,0,0.0,0,0,10.6,1.62,0,,0.0,94.6,2,50.0,50.0,8.0,0,0.0,0,0.0,0,0,23.0,4.03,3,33.3,33.3,77.1
Ashten Snelsire,159175,QB,RICHMOND,2,1.76,6,100.0,100.0,7.7,0,0.0,0,0.0,0,0,7.2,1.52,1,0.0,0.0,98.6,1,100.0,100.0,6.0,0,0.0,0,0.0,0,0,2.0,2.5,1,100.0,50.0,91.7
Cameron Edge,162791,QB,MARYLAND,2,1.78,7,71.4,83.3,9.6,0,0.0,0,0.0,0,1,4.0,1.67,1,0.0,0.0,141.1,1,0.0,0.0,0.0,0,0.0,0,0.0,0,0,24.0,2.5,0,,0.0,39.6
Woods Ray,171183,QB,DARTMOUTH,2,2.36,6,33.3,50.0,2.0,0,0.0,0,0.0,0,0,6.5,1.68,0,,0.0,42.4,2,0.0,,0.0,0,0.0,0,0.0,0,0,,4.4,2,0.0,0.0,39.6
Braden Streeter,185330,QB,DELAWARE,1,2.59,6,83.3,83.3,8.0,1,16.7,0,0.0,0,1,9.3,1.75,0,,0.0,139.6,1,100.0,100.0,8.0,0,0.0,0,0.0,0,0,8.0,5.1,1,0.0,0.0,100.0
Rickie Collins,172474,QB,LSU,3,2.6,5,100.0,100.0,7.0,0,0.0,0,0.0,0,0,2.6,1.84,0,,0.0,95.8,0,,,,0,,0,0.0,0,0,,3.87,2,0.0,0.0,0.0
Lex Thomas,170381,QB,NC STATE,2,2.13,6,66.7,66.7,8.5,0,0.0,1,16.7,1,1,2.7,1.95,1,0.0,0.0,93.1,2,50.0,50.0,7.0,0,0.0,0,0.0,0,0,23.5,2.65,1,0.0,0.0,72.9
Tray Mauney,172053,QB,LAFAYETTE,3,3.19,3,33.3,33.3,1.3,0,0.0,0,0.0,0,0,3.0,1.9,0,,0.0,42.4,2,50.0,50.0,21.5,1,50.0,1,20.0,1,0,37.0,3.96,3,0.0,0.0,56.3
Kyle Lowe,156595,QB,GA STATE,2,2.99,3,66.7,66.7,1.0,0,0.0,0,0.0,0,1,7.7,1.63,2,0.0,0.0,109.7,4,25.0,66.7,3.8,0,0.0,1,16.7,0,0,20.7,3.8,3,33.3,20.0,42.7
Roderick Hartsfield,178492,QB,ALCORN ST,3,1.91,5,20.0,20.0,-0.6,0,0.0,1,20.0,1,0,-0.6,1.62,0,,0.0,0.0,2,50.0,50.0,15.5,1,50.0,1,50.0,0,0,21.0,2.65,1,0.0,0.0,95.8
Ryan Staub,171906,QB,COLORADO,3,2.56,4,0.0,0.0,0.0,0,0.0,0,0.0,0,0,10.3,1.93,1,0.0,0.0,39.6,0,,,,0,,0,0.0,0,0,,3.4,3,33.3,33.3,0.0
Brock Bagozzi,149648,QB,MO STATE,3,1.95,5,80.0,100.0,6.0,0,0.0,0,0.0,0,0,0.0,1.81,1,100.0,16.7,91.7,0,,,,0,,0,0.0,0,0,,2.8,1,100.0,100.0,0.0
Marshall Howe,158696,QB,YALE,1,2.09,6,16.7,33.3,0.5,0,0.0,1,16.7,1,0,9.2,1.75,0,,0.0,0.0,1,100.0,100.0,6.0,0,0.0,1,100.0,0,0,6.0,4.1,0,,0.0,91.7
Tanner Murray,158824,QB,SE LA,3,2.8,4,50.0,50.0,10.8,0,0.0,0,0.0,0,0,13.8,1.75,1,0.0,0.0,88.5,2,0.0,0.0,0.0,0,0.0,1,33.3,0,0,12.0,4.2,2,0.0,0.0,39.6
Cole Ballard,173062,QB,KANSAS,1,3.07,3,100.0,100.0,5.0,0,0.0,0,0.0,0,1,1.3,2.0,0,,0.0,127.1,3,66.7,66.7,12.0,0,0.0,0,0.0,0,0,13.3,3.88,0,,0.0,107.6
Jordan Reed,159013,QB,MONTANA ST,2,2.24,3,66.7,66.7,2.7,0,0.0,0,0.0,0,0,0.3,1.53,0,,0.0,70.1,3,0.0,66.7,0.0,0,0.0,1,25.0,0,0,7.7,2.78,1,100.0,25.0,39.6
Landon Hochstein,172104,QB,BUTLER,2,1.84,6,100.0,100.0,8.3,0,0.0,0,0.0,0,0,0.8,1.72,0,,0.0,101.4,1,0.0,0.0,0.0,0,0.0,1,100.0,1,0,14.0,2.6,0,,0.0,0.0
Ta'Quan Roberson,101625,QB,KANSAS ST,3,2.77,4,50.0,75.0,1.0,0,0.0,0,0.0,0,0,3.5,1.85,0,,0.0,56.3,3,33.3,33.3,4.7,0,0.0,0,0.0,0,0,10.7,4.0,3,0.0,0.0,49.3
Michael Johnson Jr.,97796,QB,SYRACUSE,1,3.99,0,,,,0,,0,,0,0,,,0,,,0.0,3,66.7,66.7,10.3,1,33.3,0,0.0,0,0,21.7,3.99,4,50.0,28.6,100.7
Zach Osborne,160474,QB,COLGATE,4,1.57,7,71.4,71.4,1.0,0,0.0,0,0.0,1,0,-1.1,1.57,0,,0.0,34.5,0,,,,0,,0,,0,0,,,0,,,0.0
Jackson Brousseau,173480,QB,COLO STATE,1,3.11,2,100.0,100.0,4.0,0,0.0,0,0.0,0,0,-2.5,1.85,0,,0.0,83.3,4,25.0,66.7,1.8,0,0.0,1,20.0,1,0,6.3,3.62,2,0.0,0.0,0.0
Malik Davis,155588,QB,TUSKEGEE,1,2.7,3,33.3,33.3,2.3,0,0.0,0,0.0,0,0,4.0,1.63,1,0.0,0.0,42.4,1,0.0,0.0,0.0,0,0.0,0,0.0,0,0,1.0,3.5,3,66.7,50.0,39.6
Dylan Lonergan,172386,QB,ALABAMA,2,2.19,6,83.3,83.3,3.8,0,0.0,0,0.0,0,0,3.0,1.92,2,0.0,0.0,82.6,0,,,,0,,0,0.0,0,0,,3.8,1,0.0,0.0,0.0
Cameron Friel,146195,QB,UNLV,4,2.65,3,100.0,100.0,6.0,0,0.0,0,0.0,0,0,5.3,1.53,1,0.0,0.0,91.7,3,66.7,100.0,15.3,0,0.0,0,0.0,0,0,11.3,3.77,1,0.0,0.0,109.7
Jacobe Robinson,174006,QB,BOSTON COL,1,2.55,3,66.7,100.0,7.7,0,0.0,0,0.0,0,0,6.3,1.78,1,100.0,25.0,89.6,0,,,,0,,0,0.0,0,0,,4.1,2,50.0,50.0,0.0
Kiael Kelly,145634,QB,BALL ST,5,2.57,2,100.0,100.0,1.5,0,0.0,0,0.0,0,0,-4.0,1.2,0,,0.0,79.2,3,33.3,50.0,3.3,0,0.0,0,0.0,0,0,2.5,3.25,2,50.0,25.0,43.8
Haden Carlson,123620,QB,FIU,1,2.32,4,75.0,75.0,9.5,0,0.0,1,25.0,1,0,6.0,1.95,1,0.0,0.0,64.6,2,50.0,50.0,-0.5,0,0.0,1,50.0,1,0,3.0,3.05,0,,0.0,16.7
Jerry Kaminski,177155,QB,N DAKOTA,2,3.15,3,100.0,100.0,5.3,0,0.0,0,0.0,0,0,3.7,1.97,0,,0.0,88.9,2,50.0,50.0,6.0,0,0.0,0,0.0,0,0,12.5,4.33,1,0.0,0.0,68.8
Aidan Leffler,163088,QB,BALL ST,2,1.93,5,40.0,66.7,1.2,0,0.0,0,0.0,0,0,10.3,1.64,1,0.0,0.0,47.9,1,0.0,,0.0,0,0.0,0,0.0,0,0,,3.4,1,0.0,0.0,39.6
Jacob Conover,70963,QB,UTAH ST,1,2.73,4,50.0,66.7,5.5,0,0.0,0,0.0,0,0,-0.7,1.83,2,0.0,0.0,66.7,0,,,,0,,0,0.0,0,0,,4.55,2,50.0,50.0,0.0
Jason Penza,185670,QB,LAFAYETTE,3,2.53,4,100.0,100.0,4.3,0,0.0,0,0.0,0,0,2.0,2.13,0,,0.0,84.4,2,0.0,0.0,0.0,0,0.0,1,50.0,0,0,3.0,3.35,1,0.0,0.0,39.6
Keldric Luster,175287,QB,SMU,3,3.62,3,33.3,33.3,0.0,0,0.0,1,33.3,0,0,23.3,1.7,0,,0.0,42.4,0,,,,0,0.0,0,0.0,0,0,,5.53,3,33.3,33.3,0.0
Jordan Barton,86281,QB,SACRAMENTO,2,2.73,3,33.3,33.3,0.7,0,0.0,0,0.0,0,0,9.3,1.73,0,,0.0,42.4,2,50.0,100.0,4.5,0,0.0,0,0.0,0,0,0.0,3.73,1,100.0,33.3,62.5
Ricky Ortega,142401,QB,CENT CT ST,4,2.92,2,0.0,0.0,0.0,0,0.0,1,50.0,1,0,2.5,1.95,0,,0.0,0.0,3,66.7,100.0,17.3,0,0.0,0,0.0,0,0,18.0,3.4,2,50.0,25.0,109.7
Jordan Pachot,164809,QB,SO UTAH,2,3.15,1,0.0,,0.0,0,0.0,0,0.0,0,0,,2.0,1,100.0,50.0,39.6,2,50.0,100.0,4.0,0,0.0,0,0.0,0,0,2.0,3.73,4,50.0,50.0,60.4
Aleks Sitkowski,197815,QB,COLGATE,2,1.5,6,83.3,83.3,3.8,0,0.0,0,0.0,0,0,-1.3,1.5,0,,0.0,82.6,0,,,,0,,0,,0,0,,,0,,,0.0
Nevan Cremascoli,158044,QB,S DAKOTA,4,3.02,0,,,,0,,0,,0,0,,,0,,,0.0,5,40.0,80.0,20.8,0,0.0,1,16.7,1,2,18.2,3.02,3,0.0,0.0,87.5
Quest Powell,150467,QB,NC CENT,4,2.5,3,33.3,66.7,1.3,0,0.0,0,0.0,0,0,11.0,2.03,0,,0.0,42.4,2,50.0,50.0,21.0,1,33.3,1,25.0,0,1,28.5,2.97,0,,0.0,135.4
Alex Gevaudan,186621,QB,MERCYHURST,2,2.72,2,100.0,100.0,25.5,0,0.0,0,0.0,0,1,5.0,1.95,0,,0.0,158.3,4,25.0,33.3,7.3,0,0.0,0,0.0,0,1,17.3,3.1,2,0.0,0.0,96.9
Jake Johnson,155873,QB,AUSTINPEAY,2,1.93,5,40.0,50.0,5.4,0,0.0,1,20.0,1,0,8.3,1.8,0,,0.0,18.3,0,,,,0,,0,0.0,0,0,,2.6,1,100.0,100.0,0.0
Savan Briggs,177037,QB,HOWARD,1,2.18,2,50.0,50.0,0.0,0,0.0,0,0.0,0,0,1.0,1.7,1,100.0,33.3,56.3,2,0.0,0.0,0.0,0,0.0,1,33.3,1,0,33.0,2.67,1,100.0,33.3,0.0
Landry Lyddy,156581,QB,UAB,2,2.53,3,0.0,33.3,0.0,0,0.0,0,0.0,0,0,13.0,1.83,1,0.0,0.0,39.6,2,50.0,100.0,0.0,0,0.0,0,0.0,0,0,0.0,3.23,1,0.0,0.0,56.3
Walker White,184413,QB,AUBURN,1,2.15,4,25.0,25.0,1.3,0,0.0,1,25.0,0,0,9.5,1.78,0,,0.0,39.6,1,100.0,100.0,13.0,0,0.0,0,0.0,0,0,12.0,2.9,0,,0.0,118.8
Miles O'Neill,191260,QB,TEXAS A&M,1,2.67,2,100.0,100.0,8.0,0,0.0,0,0.0,0,0,2.5,2.15,0,,0.0,100.0,4,75.0,75.0,8.8,0,0.0,0,0.0,0,1,10.0,2.93,1,0.0,0.0,140.6
Drake Lindsey,184727,QB,MINNESOTA,2,2.77,3,66.7,100.0,6.0,0,0.0,0,0.0,0,1,8.0,1.57,0,,0.0,122.2,2,100.0,100.0,16.0,0,0.0,0,0.0,0,0,10.0,3.97,0,,0.0,118.8
KJ Jackson,184386,QB,ARKANSAS,1,3.02,2,100.0,100.0,13.0,0,0.0,0,0.0,0,0,3.5,1.75,0,,0.0,118.8,2,100.0,100.0,16.5,0,0.0,0,0.0,0,0,12.0,3.87,3,0.0,0.0,118.8
Liam Poronsky,188956,QB,DAYTON,1,2.14,4,100.0,100.0,6.3,0,0.0,0,0.0,0,0,2.0,1.28,0,,0.0,92.7,0,,,,0,,0,0.0,0,0,,5.6,1,100.0,100.0,0.0
Tucker McDonald,171056,QB,UCONN,2,1.72,4,50.0,75.0,4.3,0,0.0,0,0.0,0,0,2.8,1.53,0,,0.0,61.5,1,100.0,100.0,3.0,0,0.0,0,0.0,0,0,4.0,2.5,0,,0.0,79.2
Trent Pearman,156233,QB,CLEMSON,3,1.76,5,40.0,40.0,1.6,0,0.0,0,0.0,1,0,6.8,1.76,2,0.0,0.0,8.3,0,,,,0,,0,,0,0,,,0,,,0.0
Casey Bullock,185958,QB,DAVIDSON,1,1.7,3,33.3,66.7,2.0,0,0.0,0,0.0,0,0,0.0,1.0,0,,0.0,42.4,2,0.0,0.0,0.0,0,0.0,0,0.0,0,0,22.0,2.75,0,,0.0,39.6
Hank Gibbs,128414,QB,N COLORADO,3,2.06,5,40.0,60.0,2.4,0,0.0,0,0.0,0,0,9.2,2.06,1,0.0,0.0,47.9,0,,,,0,0.0,0,0.0,0,0,,,0,,,0.0
Donovan Leary,158213,QB,ILLINOIS,2,2.12,3,33.3,66.7,3.7,0,0.0,0,0.0,0,0,6.3,1.63,0,,0.0,45.1,2,50.0,100.0,9.0,0,0.0,0,0.0,0,0,6.0,2.85,1,0.0,0.0,81.3
Jefferson Boaz,122822,QB,W CAROLINA,1,2.92,2,50.0,50.0,7.0,0,0.0,0,0.0,0,0,2.5,2.1,1,0.0,0.0,72.9,3,33.3,100.0,3.3,0,0.0,0,0.0,0,0,3.0,3.47,2,0.0,0.0,43.8
Pierce Clarkson,174699,QB,LOUISVILLE,1,2.96,2,100.0,100.0,2.0,0,0.0,0,0.0,0,0,1.5,1.85,1,0.0,0.0,79.2,2,50.0,100.0,3.5,0,0.0,0,0.0,0,0,-2.0,3.7,3,33.3,33.3,58.3
Cruz Herrera,185399,QB,SACR HEART,1,2.06,4,50.0,66.7,1.5,0,0.0,0,0.0,0,0,3.3,1.78,1,0.0,0.0,56.3,0,,,,0,,0,0.0,0,0,,3.2,1,0.0,0.0,0.0
Cole Tannenbaum,158746,QB,ARIZONA,2,2.2,3,33.3,33.3,1.0,0,0.0,0,0.0,0,0,9.7,1.7,0,,0.0,42.4,2,0.0,0.0,0.0,0,0.0,0,0.0,1,0,8.5,2.95,1,0.0,0.0,0.0
Denim Johnson,196083,QB,KY STATE,1,2.32,4,75.0,100.0,1.8,0,0.0,0,0.0,0,0,-2.7,1.75,1,0.0,0.0,77.1,0,,,,0,,1,100.0,0,0,,4.6,1,100.0,100.0,0.0
Trey Owens,184514,QB,TEXAS,1,2.1,4,50.0,100.0,4.8,0,0.0,0,0.0,0,0,4.7,1.83,0,,0.0,63.5,0,,,,0,,0,0.0,0,0,,3.2,1,0.0,0.0,0.0
Karson Siqueiros-Lasky,185377,QB,PENN,1,4.74,0,,,,0,,0,,0,0,,,0,,,0.0,4,0.0,0.0,0.0,0,0.0,0,0.0,0,0,11.5,4.74,3,33.3,20.0,39.6
David Parsons,192170,QB,MOREHEAD,1,1.74,4,75.0,100.0,2.0,0,0.0,0,0.0,0,1,-1.7,1.4,0,,0.0,116.7,0,,,,0,0.0,0,0.0,0,0,,3.1,1,100.0,100.0,0.0
Harrison Barker,121479,QB,UAB,3,1.58,4,100.0,100.0,9.3,0,0.0,0,0.0,0,1,-4.3,1.05,0,,0.0,144.8,1,100.0,100.0,20.0,0,0.0,0,0.0,0,0,18.0,3.7,0,,0.0,118.8
Jacob Knuth,157493,QB,KANSAS ST,2,3.36,2,100.0,100.0,9.0,0,0.0,0,0.0,0,0,3.5,1.8,1,0.0,0.0,104.2,0,,,,0,,1,33.3,0,0,,4.4,0,,0.0,0.0
Channing Dumas,168482,QB,MILES,1,3.44,1,100.0,100.0,20.0,0,0.0,0,0.0,0,0,7.0,1.7,0,,0.0,118.8,1,0.0,,0.0,0,0.0,1,20.0,0,0,,3.88,1,100.0,25.0,39.6
Jeb Walls,181508,QB,SHORTER,1,2.4,3,66.7,66.7,9.7,0,0.0,0,0.0,0,0,5.0,1.9,0,,0.0,97.9,1,0.0,,0.0,0,0.0,0,0.0,0,0,,3.9,1,0.0,0.0,39.6
Luke Baker,185073,QB,SACRAMENTO,2,2.33,2,50.0,50.0,-1.0,0,0.0,0,0.0,0,0,2.5,1.95,0,,0.0,56.3,2,0.0,0.0,0.0,0,0.0,1,50.0,1,0,15.5,2.7,1,0.0,0.0,0.0
Richie Lankford,158356,QB,W GEORGIA,2,2.88,1,100.0,100.0,5.0,0,0.0,0,0.0,0,0,4.0,1.5,0,,0.0,87.5,2,50.0,50.0,6.0,0,0.0,0,0.0,0,0,21.0,3.33,0,,0.0,68.8
Cooper Wick,194564,QB,UVAWIS,1,2.63,2,50.0,100.0,4.0,0,0.0,0,0.0,0,0,1.0,1.25,0,,0.0,60.4,1,100.0,100.0,17.0,0,0.0,0,0.0,0,0,3.0,4.0,1,100.0,50.0,118.8
Jalyn Gramstad,180656,QB,NEBRASKA,1,2.65,3,33.3,33.3,3.7,0,0.0,0,0.0,0,0,7.7,1.87,0,,0.0,45.1,0,,,,0,,0,0.0,0,0,,5.0,1,0.0,0.0,0.0
Max Blanc,164894,QB,YNGTOWN ST,2,2.2,3,100.0,100.0,3.3,0,0.0,0,0.0,0,0,1.0,2.07,1,0.0,0.0,80.6,1,0.0,0.0,0.0,0,0.0,1,100.0,1,0,6.0,2.6,0,,0.0,0.0
AJ Swann,157186,QB,LSU,2,2.35,2,50.0,50.0,1.0,0,0.0,0,0.0,0,0,4.0,1.6,0,,0.0,56.3,2,50.0,50.0,4.0,0,0.0,0,0.0,0,0,9.5,3.1,0,,0.0,60.4
Lucas Scheerhorn,190304,QB,KENNESAW,1,3.1,2,50.0,50.0,0.5,0,0.0,0,0.0,0,0,1.5,1.7,0,,0.0,56.3,2,0.0,0.0,0.0,0,0.0,1,50.0,1,0,17.0,4.5,1,0.0,0.0,0.0
Eric McGehee,186292,QB,CENT ARK,1,4.73,1,100.0,100.0,6.0,0,0.0,0,0.0,0,0,-1.0,1.6,0,,0.0,91.7,3,66.7,66.7,17.7,0,0.0,1,33.3,1,0,24.7,5.77,1,0.0,0.0,70.1
Tevin Carter,157995,QB,TENN STATE,4,2.13,3,33.3,100.0,0.3,0,0.0,0,0.0,0,0,-1.0,1.8,1,0.0,0.0,42.4,1,100.0,100.0,13.0,0,0.0,0,0.0,0,0,8.0,3.1,0,,0.0,118.8
Gerry Bohanon,77636,QB,BYU,2,2.93,2,100.0,100.0,6.5,0,0.0,0,0.0,0,0,-3.5,1.75,1,0.0,0.0,93.8,2,50.0,50.0,7.0,0,0.0,1,50.0,1,0,21.5,4.1,1,0.0,0.0,33.3
